;timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY;Humidity_Penalty;cumulative_sunlight;penalty;Sunlight_Penalty;Total_Penalty;Adjusted_Orchid_Production
2329;232900;1241.0;1.5;10.5;-2.4;4371.6094;93.222534;-1;0.05289013599999998;4239703.2527;0.0;0.0;0.05289013599999998;0.947109864
2330;233000;1241.25;1.5;10.5;-2.4;4370.6772;93.21552;-1;0.05286207999999999;4240326.9907;0.0;0.0;0.05286207999999999;0.94713792
2331;233100;1241.5;1.5;10.5;-2.4;4369.7437;93.2085;-1;0.052834000000000006;4240949.071099999;0.0;0.0;0.052834000000000006;0.947166
2332;233200;1242.75;1.5;10.5;-2.4;4368.808;93.201485;-1;0.05280594000000002;4241569.4904;0.0;0.0;0.05280594000000002;0.94719406
2333;233300;1242.5;1.5;10.5;-2.4;4367.8706;93.19446;-1;0.05277784000000003;4242188.2458;0.0;0.0;0.05277784000000003;0.9472221599999999
2334;233400;1242.75;1.5;10.5;-2.4;4366.932;93.18743;-1;0.05274972000000003;4242805.3345;0.0;0.0;0.05274972000000003;0.94725028
2335;233500;1242.5;1.5;10.5;-2.4;4365.9917;93.1804;-1;0.05272160000000002;4243420.7534;0.0;0.0;0.05272160000000002;0.9472784
2336;233600;1242.75;1.5;10.5;-2.4;4365.0493;93.173355;-1;0.052693420000000005;4244034.4992;0.0;0.0;0.052693420000000005;0.94730658
2337;233700;1244.25;1.5;10.5;-2.4;4364.106;93.16631;-1;0.05266523999999998;4244646.5696;0.0;0.0;0.05266523999999998;0.94733476
2338;233800;1244.25;1.5;10.5;-2.4;4363.1606;93.15927;-1;0.052637080000000024;4245256.960899999;0.0;0.0;0.052637080000000024;0.94736292
2339;233900;1244.75;1.5;10.5;-2.4;4362.2144;93.15222;-1;0.052608880000000004;4245865.670899999;0.0;0.0;0.052608880000000004;0.94739112
2340;234000;1245.0;1.5;10.5;-2.4;4361.266;93.145164;-1;0.052580655999999976;4246472.695900001;0.0;0.0;0.052580655999999976;0.947419344
2341;234100;1245.0;1.5;10.5;-2.4;4360.3164;93.13811;-1;0.05255243999999999;4247078.0335;0.0;0.0;0.05255243999999999;0.94744756
2342;234200;1246.25;1.5;10.5;-2.4;4359.3647;93.13105;-1;0.05252420000000001;4247681.6799;0.0;0.0;0.05252420000000001;0.9474758
2343;234300;1247.75;1.5;10.5;-2.4;4358.412;93.123985;-1;0.05249594000000002;4248283.6327;0.0;0.0;0.05249594000000002;0.94750406
2344;234400;1248.25;1.5;10.5;-2.4;4357.458;93.11691;-1;0.05246764000000002;4248883.889;0.0;0.0;0.05246764000000002;0.94753236
2345;234500;1249.25;1.5;10.5;-2.4;4356.5024;93.10984;-1;0.052439360000000025;4249482.4458;0.0;0.0;0.052439360000000025;0.94756064
2346;234600;1249.25;1.5;10.5;-2.4;4355.5454;93.10277;-1;0.05241108000000003;4250079.3002;0.0;0.0;0.05241108000000003;0.94758892
2347;234700;1249.5;1.5;10.5;-2.4;4354.587;93.09569;-1;0.05238276000000002;4250674.449200001;0.0;0.0;0.05238276000000002;0.94761724
2348;234800;1250.25;1.5;10.5;-2.4;4353.627;93.0886;-1;0.0523544;4251267.8897;0.0;0.0;0.0523544;0.9476456
2349;234900;1252.25;1.5;10.5;-2.4;4352.6655;93.08151;-1;0.052326039999999976;4251859.6186999995;0.0;0.0;0.052326039999999976;0.94767396
2350;235000;1252.25;1.5;10.5;-2.4;4351.7026;93.074425;-1;0.05229770000000002;4252449.6331;0.0;0.0;0.05229770000000002;0.9477023
2351;235100;1253.25;1.5;10.5;-2.4;4350.7383;93.06733;-1;0.052269319999999994;4253037.93;0.0;0.0;0.052269319999999994;0.94773068
2352;235200;1250.75;1.5;10.5;-2.4;4349.773;93.060234;-1;0.05224093599999998;4253624.5067;0.0;0.0;0.05224093599999998;0.947759064
2353;235300;1249.25;1.5;10.5;-2.4;4348.806;93.05314;-1;0.05221256;4254209.3597;0.0;0.0;0.05221256;0.94778744
2354;235400;1249.25;1.5;10.5;-2.4;4347.838;93.046036;-1;0.052184144;4254792.4867;0.0;0.0;0.052184144;0.947815856
2355;235500;1249.75;1.5;10.5;-2.4;4346.8687;93.038925;-1;0.05215570000000003;4255373.884699999;0.0;0.0;0.05215570000000003;0.9478443
2356;235600;1249.5;1.5;10.5;-2.4;4345.898;93.031815;-1;0.05212725999999998;4255953.5505;0.0;0.0;0.05212725999999998;0.94787274
2357;235700;1250.25;1.5;10.5;-2.4;4344.926;93.024704;-1;0.052098816;4256531.4815;0.0;0.0;0.052098816;0.947901184
2358;235800;1251.25;1.5;10.5;-2.4;4343.9526;93.017586;-1;0.05207034399999998;4257107.6741;0.0;0.0;0.05207034399999998;0.947929656
2359;235900;1251.25;1.5;10.5;-2.4;4342.978;93.01047;-1;0.05204187999999999;4257682.1257;0.0;0.0;0.05204187999999999;0.94795812
2360;236000;1251.25;1.5;10.5;-2.4;4342.002;93.00335;-1;0.052013399999999994;4258254.833;0.0;0.0;0.052013399999999994;0.9479866
2361;236100;1251.75;1.5;10.5;-2.4;4341.025;92.99622;-1;0.051984879999999976;4258825.7935;0.0;0.0;0.051984879999999976;0.94801512
2362;236200;1252.25;1.5;10.5;-2.4;4340.047;92.9891;-1;0.05195639999999997;4259395.0043;0.0;0.0;0.05195639999999997;0.9480436
2363;236300;1252.0;1.4;10.5;-2.4;4339.0674;92.981964;-1;0.05192785600000002;4259962.4621;0.0;0.0;0.05192785600000002;0.948072144
2364;236400;1251.75;1.4;10.5;-2.4;4338.087;92.97483;-1;0.05189931999999999;4260528.164299999;0.0;0.0;0.05189931999999999;0.94810068
2365;236500;1252.0;1.4;10.5;-2.4;4337.105;92.9677;-1;0.051870799999999974;4261092.1077000005;0.0;0.0;0.051870799999999974;0.9481292
2366;236600;1253.25;1.4;10.5;-2.4;4336.122;92.960556;-1;0.051842223999999985;4261654.289299999;0.0;0.0;0.051842223999999985;0.9481577760000001
2367;236700;1254.75;1.4;10.5;-2.4;4335.1377;92.953415;-1;0.051813660000000025;4262214.706;0.0;0.0;0.051813660000000025;0.94818634
2368;236800;1251.25;1.4;10.5;-2.4;4334.153;92.94627;-1;0.05178508;4262773.3556;0.0;0.0;0.05178508;0.94821492
2369;236900;1249.25;1.4;10.5;-2.4;4333.1665;92.939125;-1;0.05175650000000002;4263330.234499999;0.0;0.0;0.05175650000000002;0.9482435
2370;237000;1247.25;1.4;10.5;-2.4;4332.179;92.93198;-1;0.05172791999999998;4263885.34;0.0;0.0;0.05172791999999998;0.94827208
2371;237100;1248.75;1.4;10.5;-2.4;4331.1904;92.92483;-1;0.05169932;4264438.6688;0.0;0.0;0.05169932;0.94830068
2372;237200;1248.5;1.4;10.5;-2.4;4330.201;92.91767;-1;0.051670680000000004;4264990.218400001;0.0;0.0;0.051670680000000004;0.94832932
2373;237300;1248.25;1.4;10.5;-2.4;4329.2104;92.910515;-1;0.05164206000000002;4265539.985900001;0.0;0.0;0.05164206000000002;0.94835794
2374;237400;1247.25;1.4;10.5;-2.4;4328.2188;92.90336;-1;0.051613440000000024;4266087.9681;0.0;0.0;0.051613440000000024;0.94838656
2375;237500;1248.75;1.4;10.5;-2.4;4327.226;92.896194;-1;0.05158477599999998;4266634.1621;0.0;0.0;0.05158477599999998;0.948415224
2376;237600;1248.5;1.4;10.5;-2.4;4326.2324;92.88904;-1;0.051556159999999976;4267178.5652;0.0;0.0;0.051556159999999976;0.94844384
2377;237700;1247.25;1.4;10.5;-2.4;4325.238;92.881874;-1;0.051527495999999985;4267721.1745;0.0;0.0;0.051527495999999985;0.948472504
2378;237800;1247.25;1.4;10.5;-2.4;4324.242;92.8747;-1;0.05149880000000002;4268261.9865;0.0;0.0;0.05149880000000002;0.9485011999999999
2379;237900;1247.0;1.4;10.5;-2.4;4323.2456;92.86754;-1;0.05147016000000002;4268800.9989;0.0;0.0;0.05147016000000002;0.94852984
2380;238000;1247.25;1.4;10.5;-2.4;4322.248;92.86037;-1;0.05144148000000001;4269338.2083;0.0;0.0;0.05144148000000001;0.94855852
2381;238100;1247.25;1.4;10.5;-2.4;4321.2495;92.853195;-1;0.05141278;4269873.6121000005;0.0;0.0;0.05141278;0.94858722
2382;238200;1249.25;1.4;10.5;-2.4;4320.25;92.846016;-1;0.05138406400000003;4270407.2071;0.0;0.0;0.05138406400000003;0.9486159359999999
2383;238300;1251.25;1.4;10.5;-2.4;4319.25;92.838844;-1;0.05135537599999998;4270938.9908;0.0;0.0;0.05135537599999998;0.948644624
2384;238400;1251.25;1.4;10.5;-2.4;4318.2485;92.831665;-1;0.05132666;4271468.9598;0.0;0.0;0.05132666;0.94867334
2385;238500;1249.75;1.4;10.5;-2.4;4317.2466;92.824486;-1;0.05129794399999997;4271997.1114;0.0;0.0;0.05129794399999997;0.948702056
2386;238600;1249.25;1.4;10.5;-2.4;4316.2437;92.81731;-1;0.05126924000000003;4272523.4427;0.0;0.0;0.05126924000000003;0.94873076
2387;238700;1249.5;1.4;10.5;-2.4;4315.2397;92.81012;-1;0.05124047999999999;4273047.950700001;0.0;0.0;0.05124047999999999;0.94875952
2388;238800;1249.25;1.4;10.5;-2.4;4314.2354;92.80293;-1;0.051211720000000016;4273570.632900001;0.0;0.0;0.051211720000000016;0.94878828
2389;238900;1248.75;1.4;10.5;-2.4;4313.23;92.79575;-1;0.05118299999999999;4274091.4859;0.0;0.0;0.05118299999999999;0.948817
2390;239000;1247.25;1.4;10.5;-2.4;4312.2236;92.78856;-1;0.05115424000000002;4274610.5065;0.0;0.0;0.05115424000000002;0.94884576
2391;239100;1246.75;1.4;10.5;-2.4;4311.217;92.78137;-1;0.05112547999999998;4275127.6927;0.0;0.0;0.05112547999999998;0.94887452
2392;239200;1246.75;1.4;10.5;-2.4;4310.209;92.774185;-1;0.051096740000000015;4275643.040899999;0.0;0.0;0.051096740000000015;0.94890326
2393;239300;1246.5;1.4;10.5;-2.4;4309.2007;92.76699;-1;0.05106796000000003;4276156.548699999;0.0;0.0;0.05106796000000003;0.94893204
2394;239400;1248.25;1.4;10.5;-2.4;4308.1914;92.759796;-1;0.05103918399999998;4276668.2128;0.0;0.0;0.05103918399999998;0.948960816
2395;239500;1248.75;1.4;10.5;-2.4;4307.181;92.7526;-1;0.051010400000000004;4277178.03;0.0;0.0;0.051010400000000004;0.9489896
2396;239600;1248.75;1.4;10.5;-2.4;4306.1704;92.74541;-1;0.05098164000000003;4277685.9978;0.0;0.0;0.05098164000000003;0.94901836
2397;239700;1247.75;1.4;10.5;-2.4;4305.159;92.73821;-1;0.05095283999999998;4278192.113299999;0.0;0.0;0.05095283999999998;0.94904716
2398;239800;1246.75;1.4;10.5;-2.4;4304.147;92.73101;-1;0.05092403999999999;4278696.3736000005;0.0;0.0;0.05092403999999999;0.94907596
2399;239900;1246.25;1.4;10.5;-2.4;4303.1343;92.723816;-1;0.050895263999999996;4279198.7757;0.0;0.0;0.050895263999999996;0.949104736
2400;240000;1247.25;1.4;10.5;-2.4;4302.121;92.71661;-1;0.05086644000000001;4279699.3169;0.0;0.0;0.05086644000000001;0.9491335599999999
2401;240100;1245.75;1.4;10.5;-2.4;4301.107;92.70941;-1;0.050837640000000024;4280197.9942;0.0;0.0;0.050837640000000024;0.94916236
2402;240200;1245.25;1.4;10.5;-2.4;4300.0923;92.70221;-1;0.05080883999999997;4280694.804500001;0.0;0.0;0.05080883999999997;0.94919116
2403;240300;1245.25;1.4;10.5;-2.4;4299.077;92.69501;-1;0.050780039999999985;4281189.745;0.0;0.0;0.050780039999999985;0.94921996
2404;240400;1245.25;1.4;10.5;-2.4;4298.061;92.687805;-1;0.05075121999999999;4281682.8127999995;0.0;0.0;0.05075121999999999;0.94924878
2405;240500;1243.75;1.4;10.5;-2.4;4297.0444;92.6806;-1;0.050722399999999994;4282174.004899999;0.0;0.0;0.050722399999999994;0.9492776
2406;240600;1244.75;1.4;10.5;-2.4;4296.028;92.6734;-1;0.050693600000000005;4282663.319300001;0.0;0.0;0.050693600000000005;0.9493064
2407;240700;1244.75;1.4;10.5;-2.4;4295.0103;92.66619;-1;0.05066476;4283150.7522;0.0;0.0;0.05066476;0.94933524
2408;240800;1246.25;1.4;10.5;-2.4;4293.992;92.65899;-1;0.050635960000000015;4283636.300600001;0.0;0.0;0.050635960000000015;0.94936404
2409;240900;1245.75;1.4;10.5;-2.4;4292.973;92.65178;-1;0.05060712000000001;4284119.961599999;0.0;0.0;0.05060712000000001;0.94939288
2410;241000;1245.75;1.4;10.5;-2.4;4291.954;92.64458;-1;0.05057832000000002;4284601.7327000005;0.0;0.0;0.05057832000000002;0.9494216799999999
2411;241100;1246.0;1.4;10.5;-2.4;4290.9346;92.63737;-1;0.050549480000000015;4285081.611099999;0.0;0.0;0.050549480000000015;0.94945052
2412;241200;1246.75;1.4;10.5;-2.4;4289.9146;92.63016;-1;0.05052064000000001;4285559.5937;0.0;0.0;0.05052064000000001;0.94947936
2413;241300;1247.75;1.4;10.5;-2.4;4288.894;92.62295;-1;0.05049180000000001;4286035.6777;0.0;0.0;0.05049180000000001;0.9495082
2414;241400;1246.75;1.4;10.5;-2.4;4287.873;92.615746;-1;0.05046298400000001;4286509.860300001;0.0;0.0;0.05046298400000001;0.949537016
2415;241500;1247.25;1.4;10.5;-2.4;4286.8516;92.608536;-1;0.05043414400000001;4286982.1384000005;0.0;0.0;0.05043414400000001;0.949565856
2416;241600;1248.25;1.4;10.5;-2.4;4285.8296;92.601326;-1;0.050405304000000005;4287452.509;0.0;0.0;0.050405304000000005;0.949594696
2417;241700;1248.25;1.4;10.5;-2.4;4284.8076;92.59412;-1;0.050376480000000015;4287920.9695999995;0.0;0.0;0.050376480000000015;0.9496235199999999
2418;241800;1247.25;1.4;10.5;-2.4;4283.7847;92.58691;-1;0.05034764000000001;4288387.517;0.0;0.0;0.05034764000000001;0.94965236
2419;241900;1246.75;1.4;10.5;-2.4;4282.7617;92.5797;-1;0.05031880000000001;4288852.1486;0.0;0.0;0.05031880000000001;0.9496812
2420;242000;1249.75;1.4;10.5;-2.4;4281.7383;92.57249;-1;0.05028996000000001;4289314.8613;0.0;0.0;0.05028996000000001;0.94971004
2421;242100;1249.25;1.4;10.5;-2.4;4280.715;92.56528;-1;0.050261120000000006;4289775.6527;0.0;0.0;0.050261120000000006;0.94973888
2422;242200;1247.75;1.4;10.5;-2.4;4279.6904;92.55807;-1;0.050232280000000004;4290234.5189000005;0.0;0.0;0.050232280000000004;0.94976772
2423;242300;1246.25;1.4;10.5;-2.4;4278.666;92.55086;-1;0.05020344;4290691.4576;0.0;0.0;0.05020344;0.94979656
2424;242400;1246.25;1.4;10.5;-2.4;4277.6416;92.54365;-1;0.0501746;4291146.4664;0.0;0.0;0.0501746;0.9498254
2425;242500;1246.25;1.4;10.5;-2.4;4276.6167;92.53644;-1;0.05014576;4291599.5421;0.0;0.0;0.05014576;0.94985424
2426;242600;1248.25;1.4;10.5;-2.4;4275.5913;92.529236;-1;0.05011694399999999;4292050.6814;0.0;0.0;0.05011694399999999;0.949883056
2427;242700;1247.25;1.4;10.5;-2.4;4274.566;92.522026;-1;0.05008810399999999;4292499.8822;0.0;0.0;0.05008810399999999;0.949911896
2428;242800;1247.25;1.4;10.5;-2.4;4273.54;92.51482;-1;0.050059280000000005;4292947.141000001;0.0;0.0;0.050059280000000005;0.94994072
2429;242900;1246.75;1.4;10.5;-2.4;4272.514;92.50761;-1;0.05003044;4293392.455;0.0;0.0;0.05003044;0.94996956
2430;243000;1246.75;1.4;10.5;-2.4;4271.488;92.500404;-1;0.05000161600000001;4293835.8217;0.0;0.0;0.05000161600000001;0.949998384
2431;243100;1246.75;1.4;10.5;-2.4;4270.4614;92.493195;-1;0.04997278;4294277.2377;0.0;0.0;0.04997278;0.95002722
2432;243200;1246.75;1.4;10.5;-2.4;4269.435;92.48599;-1;0.04994396;4294716.7007;0.0;0.0;0.04994396;0.95005604
2433;243300;1247.25;1.4;10.5;-2.4;4268.408;92.47878;-1;0.04991512;4295154.2073;0.0;0.0;0.04991512;0.95008488
2434;243400;1248.25;1.4;10.5;-2.4;4267.3813;92.47158;-1;0.04988632000000001;4295589.7551;0.0;0.0;0.04988632000000001;0.95011368
2435;243500;1248.25;1.4;10.5;-2.4;4266.3545;92.46438;-1;0.04985752000000002;4296023.3413;0.0;0.0;0.04985752000000002;0.95014248
2436;243600;1247.75;1.4;10.5;-2.4;4265.327;92.45718;-1;0.04982871999999998;4296454.9625;0.0;0.0;0.04982871999999998;0.9501712800000001
2437;243700;1247.5;1.4;10.5;-2.4;4264.3;92.449974;-1;0.04979989599999999;4296884.6165;0.0;0.0;0.04979989599999999;0.950200104
2438;243800;1246.75;1.4;10.5;-2.4;4263.2725;92.44277;-1;0.04977107999999998;4297312.3;0.0;0.0;0.04977107999999998;0.95022892
2439;243900;1245.25;1.4;10.5;-2.4;4262.245;92.43557;-1;0.04974227999999999;4297738.01;0.0;0.0;0.04974227999999999;0.95025772
2440;244000;1246.25;1.4;10.5;-2.4;4261.218;92.42837;-1;0.049713480000000004;4298161.7446;0.0;0.0;0.049713480000000004;0.95028652
2441;244100;1246.0;1.4;10.5;-2.4;4260.19;92.42117;-1;0.049684680000000016;4298583.499799999;0.0;0.0;0.049684680000000016;0.95031532
2442;244200;1247.25;1.4;10.5;-2.4;4259.1626;92.41397;-1;0.04965588000000003;4299003.2734;0.0;0.0;0.04965588000000003;0.95034412
2443;244300;1247.25;1.4;10.5;-2.4;4258.135;92.40678;-1;0.04962711999999999;4299421.0624;0.0;0.0;0.04962711999999999;0.95037288
2444;244400;1247.5;1.4;10.5;-2.4;4257.107;92.39958;-1;0.04959832;4299836.8637;0.0;0.0;0.04959832;0.95040168
2445;244500;1246.75;1.4;10.5;-2.4;4256.0796;92.39239;-1;0.049569560000000026;4300250.6747;0.0;0.0;0.049569560000000026;0.95043044
2446;244600;1246.25;1.4;10.5;-2.4;4255.052;92.38519;-1;0.049540759999999975;4300662.4925999995;0.0;0.0;0.049540759999999975;0.95045924
2447;244700;1246.5;1.4;10.5;-2.4;4254.0244;92.378006;-1;0.049512023999999995;4301072.3146;0.0;0.0;0.049512023999999995;0.950487976
2448;244800;1246.5;1.4;10.5;-2.4;4252.997;92.37081;-1;0.049483240000000026;4301480.1378;0.0;0.0;0.049483240000000026;0.95051676
2449;244900;1243.75;1.4;10.5;-2.4;4251.969;92.363625;-1;0.0494545;4301885.9588;0.0;0.0;0.0494545;0.9505455
2450;245000;1245.25;1.4;10.5;-2.4;4250.942;92.35644;-1;0.04942576000000003;4302289.7756;0.0;0.0;0.04942576000000003;0.95057424
2451;245100;1244.75;1.4;10.5;-2.4;4249.9146;92.34925;-1;0.04939699999999999;4302691.585;0.0;0.0;0.04939699999999999;0.950603
2452;245200;1243.75;1.4;10.5;-2.4;4248.8877;92.34207;-1;0.04936828000000003;4303091.384299999;0.0;0.0;0.04936828000000003;0.95063172
2453;245300;1243.75;1.4;10.5;-2.4;4247.8604;92.334885;-1;0.04933954;4303489.1705;0.0;0.0;0.04933954;0.95066046
2454;245400;1244.25;1.4;10.5;-2.4;4246.8335;92.327705;-1;0.04931081999999998;4303884.9408;0.0;0.0;0.04931081999999998;0.95068918
2455;245500;1243.25;1.4;10.5;-2.4;4245.807;92.320526;-1;0.04928210400000001;4304278.6926;0.0;0.0;0.04928210400000001;0.950717896
2456;245600;1244.25;1.4;10.5;-2.4;4244.7803;92.31335;-1;0.0492534;4304670.4229;0.0;0.0;0.0492534;0.9507466
2457;245700;1243.75;1.4;10.5;-2.4;4243.754;92.306175;-1;0.04922469999999998;4305060.1289;0.0;0.0;0.04922469999999998;0.9507753
2458;245800;1245.25;1.4;10.5;-2.4;4242.7275;92.298996;-1;0.04919598400000001;4305447.8074;0.0;0.0;0.04919598400000001;0.950804016
2459;245900;1245.75;1.4;10.5;-2.4;4241.7017;92.291824;-1;0.04916729600000002;4305833.4561;0.0;0.0;0.04916729600000002;0.950832704
2460;246000;1245.25;1.4;10.5;-2.4;4240.676;92.28465;-1;0.0491386;4306217.0721;0.0;0.0;0.0491386;0.9508614
2461;246100;1246.25;1.4;10.5;-2.4;4239.6504;92.27749;-1;0.04910996;4306598.6522;0.0;0.0;0.04910996;0.95089004
2462;246200;1245.75;1.4;10.5;-2.4;4238.625;92.270325;-1;0.0490813;4306978.1937;0.0;0.0;0.0490813;0.9509187
2463;246300;1246.75;1.4;10.5;-2.4;4237.6;92.26316;-1;0.049052639999999995;4307355.6938;0.0;0.0;0.049052639999999995;0.95094736
2464;246400;1247.25;1.4;10.5;-2.4;4236.5757;92.256;-1;0.049024000000000005;4307731.1504;0.0;0.0;0.049024000000000005;0.950976
2465;246500;1247.0;1.4;10.5;-2.4;4235.5513;92.24884;-1;0.04899536000000001;4308104.5599;0.0;0.0;0.04899536000000001;0.95100464
2466;246600;1247.25;1.4;10.5;-2.4;4234.527;92.24168;-1;0.04896672000000001;4308475.9194;0.0;0.0;0.04896672000000001;0.95103328
2467;246700;1247.0;1.4;10.5;-2.4;4233.5034;92.23453;-1;0.04893812000000003;4308845.2265;0.0;0.0;0.04893812000000003;0.9510618799999999
2468;246800;1246.25;1.4;10.5;-2.4;4232.48;92.22737;-1;0.04890947999999998;4309212.4782;0.0;0.0;0.04890947999999998;0.95109052
2469;246900;1246.25;1.4;10.5;-2.4;4231.457;92.22022;-1;0.048880879999999995;4309577.6718;0.0;0.0;0.048880879999999995;0.95111912
2470;247000;1246.25;1.4;10.5;-2.4;4230.434;92.21307;-1;0.04885228000000001;4309940.804;0.0;0.0;0.04885228000000001;0.95114772
2471;247100;1245.25;1.4;10.5;-2.4;4229.4116;92.205925;-1;0.04882369999999998;4310301.8723;0.0;0.0;0.04882369999999998;0.9511763
2472;247200;1245.25;1.4;10.5;-2.4;4228.39;92.198784;-1;0.04879513600000002;4310660.8743;0.0;0.0;0.04879513600000002;0.9512048639999999
2473;247300;1245.0;1.4;10.5;-2.4;4227.3687;92.19164;-1;0.04876656000000003;4311017.807;0.0;0.0;0.04876656000000003;0.95123344
2474;247400;1245.0;1.4;10.5;-2.4;4226.347;92.18451;-1;0.04873804000000001;4311372.6667;0.0;0.0;0.04873804000000001;0.95126196
2475;247500;1246.75;1.4;10.5;-2.4;4225.3267;92.17737;-1;0.048709479999999986;4311725.4517;0.0;0.0;0.048709479999999986;0.95129052
2476;247600;1245.75;1.4;10.5;-2.4;4224.3066;92.170235;-1;0.04868094000000002;4312076.1589;0.0;0.0;0.04868094000000002;0.95131906
2477;247700;1246.25;1.4;10.5;-2.4;4223.287;92.16311;-1;0.04865244000000001;4312424.785499999;0.0;0.0;0.04865244000000001;0.95134756
2478;247800;1244.25;1.4;10.5;-2.4;4222.268;92.15598;-1;0.04862392;4312771.3286;0.0;0.0;0.04862392;0.95137608
2479;247900;1244.75;1.4;10.5;-2.4;4221.249;92.14886;-1;0.04859544;4313115.7851;0.0;0.0;0.04859544;0.95140456
2480;248000;1243.75;1.4;10.5;-2.4;4220.231;92.14174;-1;0.04856695999999999;4313458.1528;0.0;0.0;0.04856695999999999;0.95143304
2481;248100;1244.0;1.4;10.5;-2.4;4219.2134;92.13462;-1;0.048538479999999995;4313798.4287;0.0;0.0;0.048538479999999995;0.9514615200000001
2482;248200;1245.25;1.4;10.5;-2.4;4218.1963;92.1275;-1;0.04850999999999999;4314136.6099000005;0.0;0.0;0.04850999999999999;0.9514900000000001
2483;248300;1246.25;1.4;10.5;-2.4;4217.1797;92.12039;-1;0.04848156;4314472.6934;0.0;0.0;0.04848156;0.95151844
2484;248400;1246.0;1.4;10.5;-2.4;4216.164;92.11328;-1;0.048453120000000016;4314806.677;0.0;0.0;0.048453120000000016;0.95154688
2485;248500;1246.0;1.4;10.5;-2.4;4215.1484;92.10618;-1;0.048424719999999984;4315138.557100001;0.0;0.0;0.048424719999999984;0.95157528
2486;248600;1246.75;1.4;10.5;-2.4;4214.134;92.099075;-1;0.048396299999999996;4315468.3317;0.0;0.0;0.048396299999999996;0.9516037
2487;248700;1246.75;1.4;10.5;-2.4;4213.1196;92.09197;-1;0.048367880000000016;4315795.9974;0.0;0.0;0.048367880000000016;0.95163212
2488;248800;1247.75;1.4;10.5;-2.4;4212.1064;92.08488;-1;0.04833952;4316121.5518;0.0;0.0;0.04833952;0.95166048
2489;248900;1247.25;1.4;10.5;-2.4;4211.0938;92.07778;-1;0.04831112000000002;4316444.9923;0.0;0.0;0.04831112000000002;0.95168888
2490;249000;1247.75;1.4;10.5;-2.4;4210.0815;92.070694;-1;0.04828277600000001;4316766.3155000005;0.0;0.0;0.04828277600000001;0.951717224
2491;249100;1248.75;1.4;10.5;-2.4;4209.07;92.06361;-1;0.04825443999999999;4317085.518800001;0.0;0.0;0.04825443999999999;0.95174556
2492;249200;1247.75;1.4;10.5;-2.4;4208.059;92.056526;-1;0.04822610400000002;4317402.5993;0.0;0.0;0.04822610400000002;0.951773896
2493;249300;1248.25;1.4;10.5;-2.4;4207.0493;92.049446;-1;0.048197784000000014;4317717.5548;0.0;0.0;0.048197784000000014;0.951802216
2494;249400;1248.25;1.4;10.5;-2.4;4206.04;92.04237;-1;0.04816948000000002;4318030.3822;0.0;0.0;0.04816948000000002;0.95183052
2495;249500;1248.25;1.4;10.5;-2.4;4205.0312;92.0353;-1;0.04814120000000003;4318341.0784;0.0;0.0;0.04814120000000003;0.9518588
2496;249600;1249.75;1.4;10.5;-2.4;4204.0234;92.02824;-1;0.04811295999999999;4318649.6408;0.0;0.0;0.04811295999999999;0.95188704
2497;249700;1248.25;1.4;10.5;-2.4;4203.0166;92.02117;-1;0.04808467999999999;4318956.0671;0.0;0.0;0.04808467999999999;0.95191532
2498;249800;1247.75;1.4;10.5;-2.4;4202.0103;92.01411;-1;0.04805644000000001;4319260.354300001;0.0;0.0;0.04805644000000001;0.95194356
2499;249900;1247.75;1.4;10.5;-2.4;4201.005;92.00705;-1;0.04802820000000003;4319562.4994;0.0;0.0;0.04802820000000003;0.9519717999999999
2500;250000;1248.75;1.4;10.5;-2.4;4200.0;92.0;-1;0.048;4319862.4994;0.0;0.0;0.048;0.952
2501;250100;1248.5;1.4;10.5;-2.4;4198.996;91.99295;-1;0.047971799999999974;4320160.351600001;0.0;0.0;0.047971799999999974;0.9520282
2502;250200;1248.25;1.4;10.5;-2.4;4197.993;91.98591;-1;0.047943640000000017;4320456.0536;0.0;0.0;0.047943640000000017;0.9520563599999999
2503;250300;1248.0;1.4;10.5;-2.4;4196.991;91.97887;-1;0.04791548;4320749.6026;0.0;0.0;0.04791548;0.95208452
2504;250400;1247.25;1.4;10.5;-2.4;4195.9897;91.97183;-1;0.04788731999999999;4321040.9959;0.0;0.0;0.04788731999999999;0.95211268
2505;250500;1249.25;1.4;10.5;-2.4;4194.9893;91.9648;-1;0.04785919999999999;4321330.2308;0.0;0.0;0.04785919999999999;0.9521408
2506;250600;1247.75;1.4;10.5;-2.4;4193.9893;91.95776;-1;0.04783103999999998;4321617.3043;0.0;0.0;0.04783103999999998;0.9521689600000001
2507;250700;1247.75;1.4;10.5;-2.4;4192.9907;91.950745;-1;0.047802979999999995;4321902.2142;0.0;0.0;0.047802979999999995;0.9521970200000001
2508;250800;1247.5;1.4;10.5;-2.4;4191.9927;91.94372;-1;0.04777488;4322184.957599999;0.0;0.0;0.04777488;0.95222512
2509;250900;1247.75;1.4;10.5;-2.4;4190.995;91.93671;-1;0.04774684000000002;4322465.5315;0.0;0.0;0.04774684000000002;0.9522531599999999
2510;251000;1246.75;1.4;10.5;-2.4;4189.999;91.92969;-1;0.04771875999999998;4322743.934099999;0.0;0.0;0.04771875999999998;0.95228124
